-1000,0,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000
0,-1000,0,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000
-1000,0,-1000,0,-1000,-1000,-1000,20,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000
-1000,-1000,0,-1000,0,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,0,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000,-1000,0,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,120,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000,0,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000
-1000,-1000,-25,-1000,-1000,-1000,-1000,-1000,0,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000,-1000,-1000,0,-1000,0,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,0,-1000,-1000,-1000,-1000,-1000,20,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,0,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000,-1000,-25,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,0,-1000,0,-1000,-1000,-1000,20,-1000,-1000,-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,0,-1000,0,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-25,-1000,-1000,-1000,0,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-25,-1000,-1000,-1000,-1000,-1000,0,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,0,-1000,0,-1000,-1000,-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-25,-1000,-1000,-1000,0,-1000,0,-1000,-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,0,-1000,0,-1000,-1000,-1000,20,-1000
-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,0,-1000,-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000,-75,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,25,20,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,20,-1000,0,-1000,-1000
-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,0,-1000,0,-1000
-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-25,-1000,-1000,-1000,0,-1000,0
-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-50,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,0,-1000
